"id";"title";"description";"street";"city";"state";"postal_code";"country";"lat";"lng";"phone";"fax";"email";"website";"description_2";"logo_id";"marker_id";"is_disabled";"open_hours";"created_on";"updated_on";"ordr";"featured";"brand";"product";"pending";"slug";"custom"
"121";"Canada Flooring Enterprises Ltd. ";;"9049 Quartz Road";"Whitehorse";"YT";"Y1A 4Z5";"38";"60.7367903";"-135.0805894";"(867) 667-7290";;;"https://www.hydroblok.com/find-a-dealer/canada-flooring-enterprises-ltd/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:43:29";"2022-05-23 03:48:13";"0";NULL;NULL;NULL;NULL;"canada-flooring-enterprises-ltd-whitehorse";NULL
"122";"G&J Design Flooring";;"1295 Hwy 97 N";"Quesnel";"BC";"V2J 2Y5";"38";"52.9952689";"-122.509518";"250-992-2272";;;"https://www.hydroblok.com/find-a-dealer/gj-design-flooring/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:46:40";"2022-05-23 03:47:44";"0";NULL;NULL;NULL;NULL;"g-j-design-flooring-quesnel";NULL
"123";"The Tile Guy Flooring LTD. ";;"4413-29th Street";"Vernon";"BC";"V1T 5B7";"38";"50.2771766";"-119.2696361";"250-545-8453";;;"https://www.hydroblok.com/find-a-dealer/the-tile-guy-flooring-ltd/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:48:52";"2022-05-23 03:46:39";"0";NULL;NULL;NULL;NULL;"the-tile-guy-flooring-ltd-vernon";NULL
"124";"Southwest Flooring & Supply ";;"1102 Chief Mountain Ave, Bay 100/200";"Pincher Creek";"AB";"T0K 1W0";"38";"49.5002815";"-113.9438182";"(403) 308-7050";;;"https://www.hydroblok.com/find-a-dealer/southwest-flooring-supply/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:51:09";"2022-05-23 03:46:06";"0";NULL;NULL;NULL;NULL;"southwest-flooring-supply-pincher-creek";NULL
"125";"The Flooring Hub";;"5137-26th Street";"Vernon";"BC";"V1T 8G4";"38";"50.28440080000001";"-119.2661196";"(778) 475-7700";;;"https://www.hydroblok.com/find-a-dealer/the-flooring-hub/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:54:29";"2022-05-23 03:45:13";"0";NULL;NULL;NULL;NULL;"the-flooring-hub-vernon";NULL
"126";"Pacific Coast Floor Coverings Inc. ";;"2374 Millstream Rd.";"Victoria";"BC";"V9B 3R3";"38";"48.4628323";"-123.4990989";"(250) 474-0411";;;"https://www.hydroblok.com/find-a-dealer/pacific-coast-floor-coverings-inc/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:55:39";"2022-05-23 03:44:36";"0";NULL;NULL;NULL;NULL;"pacific-coast-floor-coverings-inc-victoria";NULL
"127";"Prodigy Interiors Inc. ";;"191 Eversyde Circle SW";"Calgary";"AB";"T2Y 4T4";"38";"50.9088998";"-114.1086631";"403-589-4419";;;"https://www.hydroblok.com/find-a-dealer/prodigy-interiors-inc/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:57:50";"2022-05-23 03:43:47";"0";NULL;NULL;NULL;NULL;"prodigy-interiors-inc-calgary";NULL
"128";"Contemporary Bathrooms C/O Rosedale";;"5620 68 Avenue Southeast Bay 2";"Calgary";"AB";"T2C 5L1";"38";"50.99511330000001";"-113.9502793";"(403) 291-2200";;;"https://www.hydroblok.com/find-a-dealer/contemporary-bathrooms-c-o-rosedale/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 21:59:07";"2022-05-23 03:42:28";"0";NULL;NULL;NULL;NULL;"contemporary-bathrooms-c-o-rosedale-calgary";NULL
"129";"Tileworks & Frontier Irrigation ";;"1702 2 Ave S";"Lethbridge";"AB";"T1J 0G3";"38";"49.69734829999999";"-112.8174818";"403-328-6197";;;"https://www.hydroblok.com/find-a-dealer/tileworks-frontier-irrigation/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-01-25 22:01:02";"2022-05-23 03:39:37";"0";NULL;NULL;NULL;NULL;"tileworks-frontier-irrigation-lethbridge";NULL
"130";"Best Tile & Wood II Inc";;"69 State Rt. 31,";"Flemigton";"NJ";"08822";"223";"40.5131239";"-74.8519467";"(908) 782-6707";;;"https://www.hydroblok.com/find-a-dealer/best-tile-wood-ii-inc/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 13:35:01";"2022-05-23 03:38:46";"0";NULL;NULL;NULL;NULL;"best-tile-wood-ii-inc-flemigton";NULL
"131";"Buffalo Glass Block";;"520 Hinman Ave";"Buffalo";"NY";"14216";"223";"42.9562759";"-78.8885749";" (716) 873-3553";;;"https://www.hydroblok.com/find-a-dealer/buffalo-glass-block/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 13:40:55";"2022-05-23 03:38:18";"0";NULL;NULL;NULL;NULL;"buffalo-glass-block-buffalo";NULL
"132";"Coast Tile and Marble";;"3168 Fire Rd";"Egg Harbor Township";"NJ";"08234";"223";"39.3869732";"-74.5678396";"(609) 646-9346";;;"https://www.hydroblok.com/find-a-dealer/coast-tile-and-marble/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 13:44:32";"2022-05-23 03:37:44";"0";NULL;NULL;NULL;NULL;"coast-tile-and-marble-egg-harbor-township";NULL
"133";"Daltile Allentown";;"904 Marcon Blvd";"Allentown";"PA";"18109";"223";"40.6391816";"-75.4467628";"(610) 266-6688";;;"https://www.hydroblok.com/find-a-dealer/daltile-allentown/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 13:47:43";"2022-05-23 03:34:24";"0";NULL;NULL;NULL;NULL;"daltile-allentown-allentown";NULL
"134";"Daltile Baton Rouge";;"12037 Airline Hwy";"Baton Rouge";"LA";"70817";"223";"30.3918226";"-91.0475155";"(225) 751-3194";;;"https://www.hydroblok.com/find-a-dealer/daltile-baton-rouge/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 13:55:52";"2022-05-23 03:33:48";"0";NULL;NULL;NULL;NULL;"daltile-baton-rouge-baton-rouge";NULL
"135";"Daltile Daytona";;"703 Samms Ave Ste C";"Port Orange";"FL";"32129";"223";"29.1396331";"-80.99810219999999";"(386) 767-9561";;;"https://www.hydroblok.com/find-a-dealer/daltile-daytona/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 14:48:46";"2022-05-23 03:33:13";"0";NULL;NULL;NULL;NULL;"daltile-daytona-port-orange";NULL
"136";"Daltile Fayetteville";;"373-A Agnes Dr";"Tontitown";"AR";"72762";"223";"36.1725488";"-94.22634599999999";"(479) 361-5825";;;"https://www.hydroblok.com/find-a-dealer/daltile-fayetteville/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 14:55:21";"2022-05-23 03:32:38";"0";NULL;NULL;NULL;NULL;"daltile-fayetteville-tontitown";NULL
"137";"Daltile Jacksonville";;"9446 Philips Hwy";"Jacksonville";"FL";"32256";"223";"30.1947467";"-81.569159";"904-262-0444";;;"https://www.hydroblok.com/find-a-dealer/daltile-jacksonville/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 14:57:29";"2022-05-23 03:31:41";"0";NULL;NULL;NULL;NULL;"daltile-jacksonville-jacksonville";NULL
"138";"Daltile Salisbury";;"2257 Northwood Dr Suite A";"SALISBURY";"MD";"21801";"223";"38.4052888";"-75.5765661";"(410) 546-1015";;;"https://www.hydroblok.com/find-a-dealer/daltile-salisbury/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:00:36";"2022-05-23 03:31:08";"0";NULL;NULL;NULL;NULL;"daltile-salisbury-salisbury";NULL
"139";"Daltile Mechanicsburg";;"4750 WESTPORT DR STE 100";"MECHANICSBURG";"PA";"17055";"223";"40.2056662";"-76.954314";"(717) 795-0154";;;"https://www.hydroblok.com/find-a-dealer/daltile-mechanicsburg/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:02:51";"2022-05-23 03:30:10";"0";NULL;NULL;NULL;NULL;"daltile-mechanicsburg-mechanicsburg";NULL
"140";"Daltile Pittsburgh";;"104 Parkway View Dr";"Pittsburgh";"PA";"15205";"223";"40.43275450000001";"-80.13205710000001";"(412) 787-2040";;;"https://www.hydroblok.com/find-a-dealer/daltile-pittsburgh/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:07:49";"2022-05-23 03:29:44";"0";NULL;NULL;NULL;NULL;"daltile-pittsburgh-pittsburgh";NULL
"141";"Daltile Sarasota ";;"7450 26th Court East Unit 112";"Sarasota";"FL";"34243";"223";"27.4082776";"-82.5320243";"(941) 355-2954";;;"https://www.hydroblok.com/find-a-dealer/daltile-sarasota/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:10:31";"2022-05-23 03:29:11";"0";NULL;NULL;NULL;NULL;"daltile-sarasota-sarasota";NULL
"142";"Daltile Springfield";;"2710 S Austin Ave";"Springfield";"MO";"65807";"223";"37.1661693";"-93.3241365";"(417) 883-4600";;;"https://www.hydroblok.com/find-a-dealer/daltile-springfield/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:20:44";"2022-05-23 03:28:49";"0";NULL;NULL;NULL;NULL;"daltile-springfield-springfield";NULL
"143";"Emser Tile -  Los Angeles";;"8431 Santa Monica Blvd";"Los Angeles";"CA";"90069";"223";"34.0909183";"-118.3737241";"(502) 962-7255";;;"https://www.hydroblok.com/find-a-dealer/emser-tile-los-angeles/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:29:39";"2022-05-23 03:28:19";"0";NULL;NULL;NULL;NULL;"emser-tile-los-angeles-los-angeles";NULL
"144";"Five Star Bath Solutions";;"6008 E 1245 Mile Road";"Warren";"MI";"48092";"223";"42.47673";"-83.08448299999999";;;;"https://www.hydroblok.com/find-a-dealer/five-star-bath-solutions/";;"0";"1";"1";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:33:51";"2022-05-23 03:27:48";"0";NULL;NULL;NULL;NULL;"five-star-bath-solutions-warren";NULL
"146";"Hunt Valley Tile & Stone";;"11110 Pepper Rd Suite D";"Hunt Valley";"MD";"21031";"223";"39.4895579";"-76.6549296";"(410)-771-6441";;;"hhttps://www.hydroblok.com/find-a-dealer/hunt-valley-tile-stone/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 15:58:50";"2022-05-23 03:26:45";"0";NULL;NULL;NULL;NULL;"hunt-valley-tile-stone-hunt-valley";NULL
"147";"Natural Stone and Tile";;"8875 Bash St";"Indianapolis";"IN";"46256";"223";"39.9163657";"-86.0410529";"(317) 863-5926";;;"https://www.hydroblok.com/find-a-dealer/natural-stone-and-tile/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-03-27 16:00:57";"2022-05-23 03:25:44";"0";NULL;NULL;NULL;NULL;"natural-stone-and-tile-indianapolis";NULL
"148";"Minnesota Tile & Stone - Lakeville";;"17615 Kenrick Ave.";"Lakeville";"MN";"55044";"223";"44.6939475";"-93.2881524";"(952) 898-1960";;;"https://www.hydroblok.com/find-a-dealer/minnesota-tile-stone/";;"0";"1";"on";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-03 19:36:18";NULL;"0";NULL;NULL;NULL;NULL;"minnesota-tile-stone-lakeville-lakeville";NULL
"149";"Minnesota Tile & Stone - Plymouth";;"1797 Xenium Ln N";"Plymouth";"MN";"55441";"223";"44.99871880000001";"-93.45193379999999";"(763) 233-7060";;;"https://www.hydroblok.com/find-a-dealer/minnesota-tile-stone-plymouth/";;"0";"1";"0";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-03 19:36:41";"2022-10-03 19:43:10";"0";NULL;NULL;NULL;NULL;"minnesota-tile-stone-plymouth-plymouth";NULL
"150";"Minnesota Tile & Stone - Woodbury";;"9703 Hudson Rd";"Woodbury";"MN";"55125";"223";"44.94634749999999";"-92.9100277";"(651) 730-0447";;;"https://www.hydroblok.com/find-a-dealer/minnesota-tile-stone-woodbury/";;"0";"1";"0";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-03 19:38:14";"2022-10-03 19:43:00";"0";NULL;NULL;NULL;NULL;"minnesota-tile-stone-woodbury-woodbury";NULL
"151";"Minnesota Tile & Stone - Minnetonka";;"6001 Culligan Way";"Minnetonka";"MN";"55345";"223";"44.8943634";"-93.44817809999999";"(952) 345-9425";;;"https://www.hydroblok.com/find-a-dealer/minnesota-tile-stone-minnetonka/";;"0";"1";"0";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-03 19:39:36";"2022-10-03 19:42:47";"0";NULL;NULL;NULL;NULL;"minnesota-tile-stone-minnetonka-minnetonka";NULL
"152";"Tool Republic";;"2310 St. Laurent Blvd, Unit 305,";"Ottawa";"ON";"K1G 5H9";"38";"45.3852831";"-75.619677";"(613) 523-5555";;;"https://www.hydroblok.com/find-a-dealer/tool-republic/";;"0";"1";"1";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-03 19:46:32";"2023-10-27 02:20:22";"0";NULL;NULL;NULL;NULL;"tool-republic-ottawa";NULL
"153";"Village Tile";;"6306 Main St";"Stouffville";"ON";"L4A 1G8";"38";"43.9717743";"-79.2457977";"(905) 591-8453";;;"https://www.hydroblok.com/find-a-dealer/village-tile/";;"0";"1";"0";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-03 19:48:29";"2022-10-03 19:49:30";"0";NULL;NULL;NULL;NULL;"village-tile-stouffville";NULL
"154";"Sage Kitchen & Bath";;" 12 Bram Court, Unit 9";"Brampton";"ON";"L6W 3R6";"38";"43.6842257";"-79.71492889999999";"(647)280-6917";;"info@SageKitchenandBath.ca";"https://www.hydroblok.com/find-a-dealer/sage-kitchen-bath/";;"0";"1";"0";"{""mon"":[""09:30 AM - 06:30 PM""],""tue"":[""09:30 AM - 06:30 PM""],""wed"":[""09:30 AM - 06:30 PM""],""thu"":[""09:30 AM - 06:30 PM""],""fri"":[""09:30 AM - 06:30 PM""],""sat"":[""09:30 AM - 06:30 PM""],""sun"":[""09:30 AM - 06:30 PM""]}";"2022-10-07 20:44:08";"2023-07-14 10:55:14";"0";NULL;NULL;NULL;NULL;"sage-kitchen-bath-brampton";NULL
"155";"Daltile West Atlanta";;"3021 Olympic Industrial Dr SE # 100";"Atlanta";"GA";"30339";"223";"33.8326916";"-84.4658265";"(404) 355-3180";;;"https://www.hydroblok.com/find-a-dealer/daltile-west-atlanta/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 02:54:08";"2023-07-14 10:40:37";"0";NULL;NULL;NULL;NULL;"daltile-west-atlanta-atlanta";NULL
"156";"Daltile Charlotte";;"405 Forsyth Hall Drive";"Charlotte ";"NC";"28273";"223";"35.1197959";"-80.9140486";"(704) 588-0153";;;"https://www.hydroblok.com/find-a-dealer/daltile-charlotte/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 02:55:30";"2023-07-14 10:36:37";"0";NULL;NULL;NULL;NULL;"daltile-charlotte-charlotte";NULL
"157";"Daltile Fayetteville";;"1211 Ireland Dr. Ste # 14";"Fayetteville";"NC";"28304";"223";"35.0418624";"-78.9463251";"(910) 323-3004";;;"https://www.hydroblok.com/find-a-dealer/daltile-fayetteville/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:00:02";"2023-07-14 10:35:29";"0";NULL;NULL;NULL;NULL;"daltile-fayetteville-fayetteville";NULL
"158";"Daltile North Little Rock";;"9460 Maumelle Blvd. ";"North Little Rock";"AR";"72113";"223";"34.8176872";"-92.3660649";"(501) 812-4800";;;"https://www.hydroblok.com/find-a-dealer/daltile-north-little-rock/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:03:59";"2023-07-14 10:29:53";"0";NULL;NULL;NULL;NULL;"daltile-north-little-rock-north-little-rock";NULL
"159";"Daltile Baton Rouge";;"12037 Airline Hwy";"Baton Rouge ";"LA";"70816";"223";"30.3918226";"-91.0475155";"(225) 751-3194";;;"https://www.hydroblok.com/find-a-dealer/daltile-baton-rouge/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:05:58";"2023-07-14 10:28:28";"0";NULL;NULL;NULL;NULL;"daltile-baton-rouge-baton-rouge";NULL
"161";"Daltile Ridgeland";;"108 East State St.";"Ridgeland";"MS";"39157";"223";"32.4083337";"-90.13977249999999";"(601) 853-2714";;;"https://www.hydroblok.com/find-a-dealer/daltile-ridgeland/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:11:02";"2023-07-14 10:26:08";"0";NULL;NULL;NULL;NULL;"daltile-ridgeland-ridgeland";NULL
"162";"Daltile Springfield";;"2710 S. Austin St.";"Springfield";"MO";"65807";"223";"37.1661693";"-93.3241365";"(417) 883-4600";;;"https://www.hydroblok.com/find-a-dealer/daltile-springfield/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:13:22";"2023-07-14 10:25:05";"0";NULL;NULL;NULL;NULL;"daltile-springfield-springfield";NULL
"163";"Daltile Farmington Hills";;"24640 Drake Rd.";"Farmington Hills";"MI";"48335";"223";"42.471953";"-83.395523";"(248) 471-7150";;;"https://www.hydroblok.com/find-a-dealer/daltile-farmington-hills/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:14:29";"2023-07-14 10:26:33";"0";NULL;NULL;NULL;NULL;"daltile-farmington-hills-farmington-hills";NULL
"164";"Daltile Mechanicsburg";;"4750 Westport Drive Ste # 100";"Mechanicsburg";"PA";"17055";"223";"40.2056662";"-76.954314";"(717) 795-0154";;;"https://www.hydroblok.com/find-a-dealer/daltile-mechanicsburg/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:19:10";"2023-07-14 07:17:23";"0";NULL;NULL;NULL;NULL;"daltile-mechanicsburg-mechanicsburg";NULL
"165";"Daltile Allentown";;"904 Marcon Blvd. ";"Allentown";"PA";"18109";"223";"40.6391816";"-75.4467628";"(610) 266-6688";;;"https://www.hydroblok.com/find-a-dealer/daltile-allentown/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:20:29";"2023-07-14 06:37:49";"0";NULL;NULL;NULL;NULL;"daltile-allentown-allentown";NULL
"166";"Daltile Dayton";;"181 Herrod Blvd. Ste # 12";"Dayton";"NJ";"08810";"223";"40.3559303";"-74.48822779999999";"(609) 409-7687";;;"https://www.hydroblok.com/find-a-dealer/daltile-daytona/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:23:17";"2023-07-14 06:35:31";"0";NULL;NULL;NULL;NULL;"daltile-dayton-dayton";NULL
"167";"Daltile Port Orange";;"703 Samms Ave Ste C ";"Port Orange";"FL";"32129";"223";"29.1396331";"-80.99810219999999";"(386) 767-9561";;;"https://www.hydroblok.com/find-a-dealer/daltile-port-orange/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:24:25";"2023-07-14 06:39:02";"0";NULL;NULL;NULL;NULL;"daltile-port-orange-port-orange";NULL
"168";"Daltile Jacksonville";;"9446 Philips Hwy Ste 10";"Jacksonville";"FL";"32256";"223";"30.1946964";"-81.56918220000001";"(904) 262-0444";;;"https://www.hydroblok.com/find-a-dealer/daltile-jacksonville/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:27:10";"2023-07-14 06:32:32";"0";NULL;NULL;NULL;NULL;"daltile-jacksonville-jacksonville";NULL
"169";"Daltile Miramar Beach";;"195 Business Centre Dr. ";"Miramar Beach";"FL";"32550";"223";"30.3822527";"-86.3785948";"(850) 837-5508";;;"https://www.hydroblok.com/find-a-dealer/daltile-miramar-beach/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:30:54";"2023-07-14 06:39:51";"0";NULL;NULL;NULL;NULL;"daltile-miramar-beach-miramar-beach";NULL
"170";"Daltile Naples";;"2900 Horseshoe Dr., South Suite 700";"Naples";"FL";"34104";"223";"26.1613883";"-81.7709263";"(239) 643-1823";;;"https://www.hydroblok.com/find-a-dealer/daltile-naples/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-09 03:34:34";"2023-07-14 06:43:12";"0";NULL;NULL;NULL;NULL;"daltile-naples-naples";NULL
"171";"Daltile Fort Wayne";;"6401 Cross Creek Blvd";"Fort Wayne";"IN";"46818";"223";"41.1382555";"-85.1682701";"(260)489-8799";;;"https://www.hydroblok.com/find-a-dealer/daltile-fort-wayne/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-20 17:30:17";"2023-07-14 06:54:20";"0";NULL;NULL;NULL;NULL;"daltile-fort-wayne-fort-wayne";NULL
"172";"BuildMyPlace";;"2900 Fern Valley Rd";"Louisville";"KY";"40213";"223";"38.1557367";"-85.7106962";"(740) 697-5223";;;"https://www.hydroblok.com/find-a-dealer/build-my-place/";;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-20 20:08:10";"2023-07-14 07:12:12";"0";NULL;NULL;NULL;NULL;"buildmyplace-louisville";NULL
"173";"Daltile Mesquite";;"4400 US HWY 80 E, STE 140";"Mesquite";"TX";"75149";"223";"32.7958512";"-96.6659784";"(972) 613-4711";;;;;"0";"1";"0";"{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}";"2022-10-26 03:16:01";"2022-10-26 03:18:10";"0";NULL;NULL;NULL;NULL;"daltile-mesquite-mesquite";NULL
